StatusA11,StatusA12,StatusA13,StatusA14,Month,Credit_HistoryA30,Credit_HistoryA31,Credit_HistoryA32,Credit_HistoryA33,Credit_HistoryA34,PurposeA40,PurposeA41,PurposeA42,PurposeA43,PurposeA44,PurposeA45,PurposeA46,PurposeA48,PurposeA49,PurposeA410,Credit_Amount,SavingsA61,SavingsA62,SavingsA63,SavingsA64,SavingsA65,EmploymentA71,EmploymentA72,EmploymentA73,EmploymentA74,EmploymentA75,Investment_as_Income_Percentage,Sex,Other_Debtors101,Other_Debtors102,Other_Debtors103,Residence_Since,Property121,Property122,Property123,Property124,Age,Installment_PlansA141,Installment_PlansA142,Installment_PlansA143,Housing151,Housing152,Housing153,Number_of_Credits,Skill_LevelA171,Skill_LevelA172,Skill_LevelA173,Skill_LevelA174,People_Liable_For,TelephoneA191,TelephoneA192,Foreign_WorkerA201,Foreign_WorkerA202,Label,LabelPred
0,0,1,0,10,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1225,1,0,0,0,0,0,0,1,0,0,2,1,1,0,0,2,0,0,1,0,37,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,1
0,1,0,0,9,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,458,1,0,0,0,0,0,0,1,0,0,4,1,1,0,0,3,1,0,0,0,24,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1
1,0,0,0,30,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,6187,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,4,0,0,1,0,24,0,0,1,1,0,0,2,0,0,1,0,1,1,0,1,0,1,1
0,0,0,1,11,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1393,1,0,0,0,0,0,1,0,0,0,4,0,1,0,0,4,0,0,1,0,35,0,0,1,0,1,0,2,0,0,0,1,1,1,0,1,0,1,1
0,0,0,1,11,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,7228,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,4,0,1,0,0,39,0,0,1,0,1,0,2,0,1,0,0,1,1,0,1,0,1,1
0,0,0,1,12,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2073,0,1,0,0,0,0,0,1,0,0,4,0,0,1,0,2,1,0,0,0,28,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1
0,1,0,0,24,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2333,0,0,0,0,1,0,1,0,0,0,4,1,1,0,0,2,0,1,0,0,29,1,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1
0,0,0,1,18,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3378,0,0,0,0,1,0,0,1,0,0,2,1,1,0,0,1,0,1,0,0,31,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,1
0,0,0,1,6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,783,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,2,1,0,0,0,26,0,1,0,0,1,0,1,0,1,0,0,2,1,0,1,0,1,1
0,0,1,0,18,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1961,1,0,0,0,0,0,0,0,0,1,3,0,1,0,0,2,0,0,1,0,23,0,0,1,0,1,0,1,0,0,0,1,1,1,0,1,0,1,1
0,1,0,0,36,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1953,1,0,0,0,0,0,0,0,0,1,4,1,1,0,0,4,0,0,0,1,61,0,0,1,0,0,1,1,0,0,0,1,1,0,1,1,0,2,2
0,0,0,1,24,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3181,1,0,0,0,0,0,1,0,0,0,4,0,1,0,0,4,0,1,0,0,26,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,1
0,0,0,1,27,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5190,0,0,0,0,1,0,0,0,0,1,4,1,1,0,0,4,0,1,0,0,48,0,0,1,0,1,0,4,0,0,1,0,2,0,1,1,0,1,1
0,0,0,1,12,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2171,1,0,0,0,0,0,1,0,0,0,2,0,1,0,0,2,0,0,1,0,29,1,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1
0,0,0,1,7,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,730,0,0,0,0,1,0,0,0,0,1,4,1,1,0,0,2,0,1,0,0,46,0,0,1,1,0,0,2,0,1,0,0,1,0,1,1,0,1,1
1,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1164,1,0,0,0,0,0,0,0,0,1,3,1,1,0,0,4,0,0,0,1,51,1,0,0,0,0,1,2,0,0,0,1,2,0,1,1,0,1,1
0,1,0,0,42,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5954,1,0,0,0,0,0,0,0,1,0,2,0,1,0,0,1,1,0,0,0,41,1,0,0,0,1,0,2,0,1,0,0,1,1,0,1,0,1,1
1,0,0,0,42,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3965,1,0,0,0,0,0,1,0,0,0,4,1,1,0,0,3,0,0,1,0,34,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,2,2
0,0,0,1,15,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1213,0,0,1,0,0,0,0,0,0,1,4,1,1,0,0,3,0,1,0,0,47,0,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0,1,1
0,0,0,1,18,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1568,0,1,0,0,0,0,0,1,0,0,3,0,1,0,0,4,0,1,0,0,24,0,0,1,1,0,0,1,0,1,0,0,1,1,0,1,0,1,1
0,1,0,0,18,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1295,1,0,0,0,0,0,1,0,0,0,4,0,1,0,0,1,0,1,0,0,27,0,0,1,0,1,0,2,0,0,1,0,1,1,0,1,0,1,1
0,1,0,0,36,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,12612,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,4,0,0,0,1,47,0,0,1,0,0,1,1,0,0,1,0,2,0,1,1,0,2,2
1,0,0,0,18,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2249,0,1,0,0,0,0,0,0,1,0,4,1,1,0,0,3,0,0,1,0,30,0,0,1,0,1,0,1,0,0,0,1,2,0,1,1,0,1,1
0,0,0,1,12,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,797,0,0,0,0,1,0,0,0,0,1,4,0,1,0,0,3,0,1,0,0,33,1,0,0,0,1,0,1,0,1,0,0,2,1,0,1,0,2,1
0,0,0,1,12,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2012,0,0,0,0,1,0,0,0,1,0,4,0,1,0,0,2,0,0,1,0,61,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1
0,1,0,0,18,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2622,0,1,0,0,0,0,0,1,0,0,4,1,1,0,0,4,0,0,1,0,34,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1
0,1,0,0,36,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2337,1,0,0,0,0,0,0,0,0,1,4,1,1,0,0,4,1,0,0,0,36,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1
0,0,0,1,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,932,1,0,0,0,0,0,0,1,0,0,3,0,1,0,0,2,1,0,0,0,24,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1
0,0,0,1,12,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2445,0,0,0,0,1,0,1,0,0,0,2,1,1,0,0,4,0,0,1,0,26,0,0,1,1,0,0,1,0,0,1,0,1,0,1,1,0,1,1
0,0,0,1,18,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6458,1,0,0,0,0,0,0,0,0,1,2,1,1,0,0,4,0,0,0,1,39,1,0,0,0,1,0,2,0,0,0,1,2,0,1,1,0,2,1
0,1,0,0,12,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6078,1,0,0,0,0,0,0,0,1,0,2,1,1,0,0,2,0,0,1,0,32,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1
0,1,0,0,14,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1410,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,2,1,0,0,0,35,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,1
0,1,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1449,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,2,0,0,1,0,31,1,0,0,0,1,0,2,0,0,1,0,2,1,0,1,0,1,1
0,0,1,0,15,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,392,1,0,0,0,0,0,1,0,0,0,4,0,1,0,0,4,0,1,0,0,23,0,0,1,1,0,0,1,0,0,1,0,1,0,1,1,0,1,1
0,0,0,1,36,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,7855,1,0,0,0,0,0,0,1,0,0,4,0,1,0,0,2,1,0,0,0,25,0,1,0,0,1,0,2,0,0,1,0,1,0,1,1,0,2,1
0,0,0,1,48,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3578,0,0,0,0,1,0,0,0,0,1,4,1,1,0,0,1,1,0,0,0,47,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,1
1,0,0,0,42,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,7174,0,0,0,0,1,0,0,0,1,0,4,0,1,0,0,3,0,0,1,0,30,0,0,1,0,1,0,1,0,0,0,1,1,0,1,1,0,2,2
1,0,0,0,33,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4281,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,4,0,0,1,0,23,0,0,1,0,1,0,2,0,0,1,0,1,1,0,1,0,2,1
0,1,0,0,12,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2366,0,0,1,0,0,0,0,0,1,0,3,1,1,0,0,3,0,0,1,0,36,0,0,1,0,1,0,1,0,0,0,1,1,0,1,1,0,1,1
0,0,0,1,12,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1768,1,0,0,0,0,0,0,1,0,0,3,1,1,0,0,2,1,0,0,0,24,0,0,1,1,0,0,1,0,1,0,0,1,1,0,1,0,1,1
0,0,1,0,10,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,781,1,0,0,0,0,0,0,0,0,1,4,1,1,0,0,4,0,0,0,1,63,0,0,1,0,0,1,2,0,0,1,0,1,0,1,1,0,1,1
1,0,0,0,12,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3499,1,0,0,0,0,0,0,1,0,0,3,0,0,1,0,2,1,0,0,0,29,0,0,1,0,1,0,2,0,0,1,0,1,1,0,1,0,2,1
0,1,0,0,48,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,8487,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,2,0,0,1,0,24,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,2
0,0,0,1,15,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2708,1,0,0,0,0,0,1,0,0,0,2,1,1,0,0,3,0,1,0,0,27,1,0,0,0,1,0,2,0,1,0,0,1,1,0,1,0,1,1
0,0,0,1,60,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,10144,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0,4,1,0,0,0,21,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,1
0,1,0,0,12,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,766,0,0,1,0,0,0,0,1,0,0,4,1,1,0,0,3,1,0,0,0,66,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,2,1
0,1,0,0,15,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2728,0,0,0,0,1,0,0,0,1,0,4,1,0,0,1,2,1,0,0,0,35,1,0,0,0,1,0,3,0,0,1,0,1,0,1,1,0,1,1
0,0,1,0,12,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1881,1,0,0,0,0,0,0,1,0,0,2,0,1,0,0,2,0,0,1,0,44,0,0,1,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1
0,0,1,0,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,709,0,0,0,1,0,0,1,0,0,0,2,1,1,0,0,2,1,0,0,0,27,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1
1,0,0,0,27,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3416,1,0,0,0,0,0,0,1,0,0,3,1,1,0,0,2,0,0,1,0,27,0,0,1,0,1,0,1,0,0,0,1,1,1,0,1,0,1,1
0,1,0,0,48,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3566,0,1,0,0,0,0,0,0,1,0,4,1,1,0,0,2,0,0,1,0,30,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,2
1,0,0,0,36,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5371,1,0,0,0,0,0,0,1,0,0,3,1,0,0,1,2,0,1,0,0,28,0,0,1,0,1,0,2,0,0,1,0,1,1,0,1,0,1,1
0,0,0,1,18,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1582,0,0,0,1,0,0,0,0,0,1,4,1,1,0,0,4,0,0,1,0,46,0,0,1,0,1,0,2,0,0,1,0,1,1,0,1,0,1,1
0,0,0,1,10,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1924,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,4,0,1,0,0,38,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,1
0,1,0,0,24,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,7758,0,0,0,1,0,0,0,0,0,1,2,0,1,0,0,4,0,0,0,1,29,0,0,1,1,0,0,1,0,0,1,0,1,1,0,1,0,1,1
0,1,0,0,24,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,6967,0,1,0,0,0,0,0,0,1,0,4,1,1,0,0,4,0,0,1,0,36,0,0,1,1,0,0,1,0,0,0,1,1,0,1,1,0,1,1
1,0,0,0,9,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1288,0,1,0,0,0,0,0,0,0,1,3,1,0,0,1,4,1,0,0,0,48,0,0,1,0,1,0,2,0,0,1,0,2,1,0,0,1,1,1
1,0,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,339,1,0,0,0,0,0,0,0,0,1,4,1,1,0,0,1,0,0,1,0,45,1,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,2
0,0,0,1,24,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2872,0,1,0,0,0,0,0,0,0,1,3,1,1,0,0,4,1,0,0,0,36,0,0,1,0,1,0,1,0,0,1,0,2,0,1,1,0,1,1
0,0,0,1,15,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1262,0,0,1,0,0,0,0,0,1,0,4,1,1,0,0,3,0,1,0,0,36,0,0,1,0,1,0,2,0,0,1,0,1,0,1,1,0,1,1
0,1,0,0,10,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7308,1,0,0,0,0,1,0,0,0,0,2,1,1,0,0,4,0,0,0,1,70,1,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,1,2
0,0,0,1,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2978,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,2,0,0,1,0,32,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,1
1,0,0,0,18,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1131,1,0,0,0,0,1,0,0,0,0,4,0,1,0,0,2,0,0,1,0,33,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,2,2
0,1,0,0,24,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1935,1,0,0,0,0,0,0,0,0,1,4,1,1,0,0,4,1,0,0,0,31,0,0,1,0,1,0,2,0,0,1,0,1,0,1,1,0,2,1
1,0,0,0,15,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,950,1,0,0,0,0,0,0,0,0,1,4,1,1,0,0,3,0,0,1,0,33,0,0,1,1,0,0,2,0,0,1,0,2,1,0,1,0,2,2
0,0,0,1,12,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,763,1,0,0,0,0,0,0,1,0,0,4,0,1,0,0,1,1,0,0,0,26,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,1
0,1,0,0,24,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2064,1,0,0,0,0,1,0,0,0,0,3,0,1,0,0,2,0,1,0,0,34,0,0,1,0,1,0,1,0,0,0,1,1,0,1,1,0,2,1
1,0,0,0,21,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3414,1,0,0,0,0,0,1,0,0,0,2,1,1,0,0,1,0,1,0,0,26,0,0,1,0,1,0,2,0,0,1,0,1,1,0,1,0,2,1
0,0,0,1,30,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,7485,0,0,0,0,1,1,0,0,0,0,4,0,1,0,0,1,1,0,0,0,53,1,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,2,1
1,0,0,0,12,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2577,1,0,0,0,0,0,0,1,0,0,2,1,1,0,0,1,0,0,1,0,42,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1
1,0,0,0,6,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,338,0,0,1,0,0,0,0,0,0,1,4,1,1,0,0,4,0,0,1,0,52,0,0,1,0,1,0,2,0,0,1,0,1,1,0,1,0,1,1
0,0,0,1,12,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1963,1,0,0,0,0,0,0,0,1,0,4,1,1,0,0,2,0,0,1,0,31,0,0,1,1,0,0,2,0,0,0,1,2,0,1,1,0,1,1
1,0,0,0,21,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,571,1,0,0,0,0,0,0,0,0,1,4,1,1,0,0,4,1,0,0,0,65,0,0,1,0,1,0,2,0,0,1,0,1,1,0,1,0,1,1
0,0,0,1,36,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,9572,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,28,0,0,1,0,1,0,2,0,0,1,0,1,1,0,1,0,2,1
0,0,0,1,24,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3777,0,0,0,1,0,0,0,1,0,0,4,1,1,0,0,4,1,0,0,0,50,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,1
0,1,0,0,18,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,884,1,0,0,0,0,0,0,0,0,1,4,1,1,0,0,4,0,0,1,0,36,1,0,0,0,1,0,1,0,0,1,0,2,0,1,1,0,2,1
0,1,0,0,27,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3915,1,0,0,0,0,0,0,1,0,0,4,1,1,0,0,2,0,0,1,0,36,0,0,1,0,1,0,1,0,0,1,0,2,0,1,1,0,2,1
0,1,0,0,9,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1501,1,0,0,0,0,0,0,0,0,1,2,0,1,0,0,3,0,0,1,0,34,0,0,1,0,1,0,2,0,0,0,1,1,0,1,1,0,2,1
0,0,0,1,6,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1382,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,28,0,0,1,0,1,0,2,0,0,1,0,1,0,1,1,0,1,1
1,0,0,0,12,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1168,1,0,0,0,0,0,0,1,0,0,4,1,1,0,0,3,1,0,0,0,27,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1
0,0,0,1,12,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1495,1,0,0,0,0,0,0,0,0,1,4,1,1,0,0,1,1,0,0,0,38,0,0,1,0,1,0,2,0,1,0,0,2,1,0,1,0,1,1
0,0,0,1,36,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3835,0,0,0,0,1,0,0,0,0,1,2,0,1,0,0,4,1,0,0,0,45,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,1
1,0,0,0,27,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5293,1,0,0,0,0,1,0,0,0,0,2,1,1,0,0,4,0,1,0,0,50,0,1,0,0,1,0,2,0,0,1,0,1,0,1,1,0,2,1
0,0,1,0,30,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1908,1,0,0,0,0,0,0,0,0,1,4,1,1,0,0,4,1,0,0,0,66,0,0,1,0,1,0,1,0,0,0,1,1,0,1,1,0,2,1
0,0,0,1,36,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3342,0,0,0,0,1,0,0,0,0,1,4,1,1,0,0,2,0,0,1,0,51,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,1
1,0,0,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3104,1,0,0,0,0,0,0,0,1,0,3,1,1,0,0,1,0,1,0,0,31,1,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,1,2
0,0,1,0,36,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3913,1,0,0,0,0,0,0,1,0,0,2,1,1,0,0,2,1,0,0,0,23,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,1
0,0,0,1,10,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1364,1,0,0,0,0,0,0,1,0,0,2,0,1,0,0,4,0,0,1,0,64,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,1
