StatusA11,StatusA12,StatusA13,StatusA14,Month,Credit_HistoryA30,Credit_HistoryA31,Credit_HistoryA32,Credit_HistoryA33,Credit_HistoryA34,PurposeA40,PurposeA41,PurposeA42,PurposeA43,PurposeA44,PurposeA45,PurposeA46,PurposeA48,PurposeA49,PurposeA410,Credit_Amount,SavingsA61,SavingsA62,SavingsA63,SavingsA64,SavingsA65,EmploymentA71,EmploymentA72,EmploymentA73,EmploymentA74,EmploymentA75,Investment_as_Income_Percentage,Sex,Other_Debtors101,Other_Debtors102,Other_Debtors103,Residence_Since,Property121,Property122,Property123,Property124,Age,Installment_PlansA141,Installment_PlansA142,Installment_PlansA143,Housing151,Housing152,Housing153,Number_of_Credits,Skill_LevelA171,Skill_LevelA172,Skill_LevelA173,Skill_LevelA174,People_Liable_For,TelephoneA191,TelephoneA192,Foreign_WorkerA201,Foreign_WorkerA202,Label,LabelPred
0,1,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1391,1,0,0,0,0,0,0,1,0,0,2,1,1,0,0,1,1,0,0,0,27,1,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,1,1
0,1,0,0,48,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14421,1,0,0,0,0,0,0,1,0,0,2,1,1,0,0,2,0,0,1,0,25,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,2,2
1,0,0,0,12,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1526,1,0,0,0,0,0,0,0,0,1,4,1,1,0,0,4,0,0,0,1,66,0,0,1,0,0,1,2,0,0,0,1,1,1,0,1,0,1,1
0,0,0,1,54,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9436,0,0,0,0,1,0,0,1,0,0,2,1,1,0,0,2,0,1,0,0,39,0,0,1,0,1,0,1,0,1,0,0,2,1,0,1,0,1,1
0,0,0,1,24,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,5943,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,44,0,0,1,0,1,0,2,0,0,1,0,1,0,1,1,0,2,1
1,0,0,0,24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1755,1,0,0,0,0,0,0,0,0,1,4,0,0,0,1,4,1,0,0,0,58,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,1
1,0,0,0,10,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2315,1,0,0,0,0,0,0,0,0,1,3,1,1,0,0,4,1,0,0,0,52,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1
1,0,0,0,12,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1409,1,0,0,0,0,0,0,0,0,1,4,1,1,0,0,3,1,0,0,0,54,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1
0,1,0,0,54,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15945,1,0,0,0,0,0,1,0,0,0,3,1,1,0,0,4,0,0,0,1,58,0,0,1,1,0,0,1,0,0,1,0,1,0,1,1,0,2,2
0,1,0,0,20,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,7057,0,0,0,0,1,0,0,0,1,0,3,1,1,0,0,4,0,1,0,0,36,1,0,0,1,0,0,2,0,0,0,1,2,0,1,1,0,1,1
1,0,0,0,12,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1680,0,0,1,0,0,0,0,0,0,1,3,1,1,0,0,1,1,0,0,0,35,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1
0,1,0,0,18,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1924,0,0,0,0,1,0,1,0,0,0,4,0,1,0,0,3,1,0,0,0,27,0,0,1,1,0,0,1,0,0,1,0,1,1,0,1,0,2,1
1,0,0,0,12,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,701,1,0,0,0,0,0,0,1,0,0,4,1,1,0,0,2,1,0,0,0,40,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1
0,1,0,0,12,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,639,1,0,0,0,0,0,0,1,0,0,4,1,1,0,0,2,0,0,1,0,30,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,2,1
1,0,0,0,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,860,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,4,0,0,0,1,39,0,0,1,0,1,0,2,0,0,1,0,1,0,1,1,0,1,1
0,0,0,1,6,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1346,0,1,0,0,0,0,0,0,0,1,2,1,1,0,0,4,0,0,0,1,42,1,0,0,0,0,1,1,0,0,1,0,2,0,1,1,0,1,1
0,0,1,0,36,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,5848,1,0,0,0,0,0,0,1,0,0,4,1,1,0,0,1,0,0,1,0,24,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1
0,0,0,1,18,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1055,1,0,0,0,0,0,1,0,0,0,4,0,1,0,0,1,0,1,0,0,30,0,0,1,0,1,0,2,0,0,1,0,1,1,0,1,0,1,1
0,0,0,1,24,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3972,1,0,0,0,0,0,0,0,1,0,2,0,1,0,0,4,0,1,0,0,25,0,0,1,1,0,0,1,0,0,1,0,1,0,1,1,0,1,1
0,1,0,0,18,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3244,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,4,0,0,1,0,33,1,0,0,0,1,0,2,0,0,1,0,1,0,1,1,0,1,1
0,1,0,0,12,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,951,0,1,0,0,0,0,1,0,0,0,4,0,1,0,0,4,0,0,1,0,27,1,0,0,1,0,0,4,0,0,1,0,1,1,0,1,0,2,1
0,1,0,0,18,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4297,1,0,0,0,0,0,0,0,0,1,4,1,1,0,0,3,0,0,0,1,40,0,0,1,0,1,0,1,0,0,0,1,1,0,1,1,0,2,1
1,0,0,0,12,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,902,1,0,0,0,0,0,0,0,1,0,4,1,1,0,0,4,0,1,0,0,21,0,0,1,1,0,0,1,0,0,1,0,1,1,0,1,0,2,2
0,0,0,1,12,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1935,1,0,0,0,0,0,0,0,0,1,4,1,1,0,0,4,1,0,0,0,43,0,0,1,0,1,0,3,0,0,1,0,1,0,1,1,0,1,1
0,1,0,0,12,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1424,1,0,0,0,0,0,0,0,1,0,4,1,1,0,0,3,0,1,0,0,26,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1
0,1,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,932,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,3,0,1,0,0,39,0,0,1,0,1,0,2,0,1,0,0,1,1,0,1,0,1,1
0,0,0,1,36,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2613,1,0,0,0,0,0,0,1,0,0,4,1,1,0,0,2,0,0,1,0,27,0,0,1,0,1,0,2,0,0,1,0,1,1,0,1,0,1,1
0,0,0,1,12,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2141,0,1,0,0,0,0,0,0,1,0,3,1,1,0,0,1,0,0,0,1,35,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1
1,0,0,0,30,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2522,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,3,0,1,0,0,39,0,0,1,0,1,0,1,0,0,1,0,2,1,0,1,0,1,1
0,0,0,1,12,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3447,0,0,1,0,0,0,0,1,0,0,4,0,1,0,0,3,1,0,0,0,35,0,0,1,0,1,0,1,0,1,0,0,2,1,0,1,0,1,1
0,0,1,0,24,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1925,1,0,0,0,0,0,0,1,0,0,2,1,1,0,0,2,1,0,0,0,26,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1
0,1,0,0,30,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2150,1,0,0,0,0,0,0,1,0,0,4,0,0,0,1,2,0,0,0,1,24,1,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,2,2
0,1,0,0,9,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2030,0,0,0,0,1,0,0,0,1,0,2,1,1,0,0,1,0,0,1,0,24,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,1
0,1,0,0,15,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,802,1,0,0,0,0,0,0,0,0,1,4,1,1,0,0,3,0,0,1,0,37,0,0,1,0,1,0,1,0,0,1,0,2,1,0,1,0,2,1
0,1,0,0,48,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3060,1,0,0,0,0,0,0,0,1,0,4,1,1,0,0,4,1,0,0,0,28,0,0,1,0,1,0,2,0,0,1,0,1,1,0,1,0,2,1
1,0,0,0,30,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,11998,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,34,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,2,1
0,0,0,1,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4611,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,4,0,1,0,0,32,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,2,1
0,0,1,0,18,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1445,0,0,0,0,1,0,0,0,1,0,4,1,1,0,0,4,0,0,1,0,49,1,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1
0,1,0,0,12,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1092,1,0,0,0,0,0,0,1,0,0,4,0,0,0,1,4,1,0,0,0,49,0,0,1,0,1,0,2,0,0,1,0,1,0,1,1,0,1,1
0,0,0,1,12,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1076,1,0,0,0,0,0,0,1,0,0,2,1,1,0,0,2,1,0,0,0,26,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,1
0,0,1,0,42,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4796,1,0,0,0,0,0,0,0,0,1,4,1,1,0,0,4,0,0,0,1,56,0,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0,1,1
0,0,0,1,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,672,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,4,1,0,0,0,54,0,0,1,0,1,0,1,1,0,0,0,1,0,1,1,0,1,1
1,0,0,0,12,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,727,0,1,0,0,0,0,1,0,0,0,4,1,1,0,0,3,0,0,0,1,33,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,2,1
0,1,0,0,12,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,685,1,0,0,0,0,0,0,0,1,0,2,1,1,0,0,3,0,0,1,0,25,1,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,2,1
0,0,1,0,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1494,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,2,1,0,0,0,29,0,0,1,0,1,0,1,0,1,0,0,2,1,0,0,1,1,1
1,0,0,0,8,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3398,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,4,1,0,0,0,39,0,0,1,0,1,0,2,0,1,0,0,1,1,0,0,1,1,1
0,0,0,1,12,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5801,0,0,0,0,1,0,0,0,0,1,2,1,1,0,0,4,0,1,0,0,49,0,0,1,1,0,0,1,0,0,1,0,1,0,1,1,0,1,1
0,1,0,0,60,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7408,0,1,0,0,0,0,1,0,0,0,4,0,1,0,0,2,0,1,0,0,24,0,0,1,0,1,0,1,0,0,0,1,1,1,0,1,0,2,2
0,0,0,1,15,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1459,1,0,0,0,0,0,0,1,0,0,4,0,1,0,0,2,0,0,1,0,43,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1
0,0,0,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1743,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,2,1,0,0,0,34,0,0,1,0,1,0,2,0,1,0,0,1,1,0,1,0,1,1
1,0,0,0,12,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6199,1,0,0,0,0,0,0,1,0,0,4,1,1,0,0,2,0,1,0,0,28,0,0,1,1,0,0,2,0,0,1,0,1,0,1,1,0,2,2
1,0,0,0,30,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2406,1,0,0,0,0,0,0,0,1,0,4,0,1,0,0,4,1,0,0,0,23,0,0,1,1,0,0,1,0,0,1,0,1,1,0,1,0,2,2
0,0,0,1,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1766,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,2,0,1,0,0,21,0,0,1,1,0,0,1,0,0,1,0,1,1,0,1,0,1,1
0,0,0,1,10,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2146,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,3,1,0,0,0,23,0,0,1,1,0,0,2,0,0,1,0,1,1,0,1,0,1,1
0,1,0,0,60,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,14782,0,1,0,0,0,0,0,0,0,1,3,0,1,0,0,4,0,0,0,1,60,1,0,0,0,0,1,2,0,0,0,1,1,0,1,1,0,2,2
1,0,0,0,48,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7685,1,0,0,0,0,0,0,0,1,0,2,0,0,0,1,4,0,0,1,0,37,0,0,1,1,0,0,1,0,0,1,0,1,1,0,1,0,2,2
0,0,0,1,7,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,846,0,0,0,0,1,0,0,0,0,1,3,1,1,0,0,4,0,0,0,1,36,0,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0,1,1
0,0,0,1,22,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1283,0,0,0,0,1,0,0,0,1,0,4,0,1,0,0,4,0,1,0,0,25,0,0,1,1,0,0,1,0,0,1,0,1,1,0,1,0,1,1
0,0,0,1,18,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1820,1,0,0,0,0,0,0,1,0,0,2,1,1,0,0,2,0,1,0,0,30,0,0,1,0,1,0,1,0,0,0,1,1,0,1,1,0,1,1
0,0,0,1,9,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2406,1,0,0,0,0,1,0,0,0,0,2,1,1,0,0,3,0,0,1,0,31,0,0,1,0,1,0,1,0,0,0,1,1,1,0,1,0,1,1
0,1,0,0,12,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1223,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,46,0,0,1,1,0,0,2,0,0,1,0,1,1,0,1,0,2,1
0,0,0,1,14,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,802,1,0,0,0,0,0,0,1,0,0,4,1,1,0,0,2,0,0,1,0,27,0,0,1,0,1,0,2,0,1,0,0,1,1,0,1,0,1,1
0,1,0,0,12,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,958,1,0,0,0,0,0,0,0,1,0,2,1,1,0,0,3,1,0,0,0,47,0,0,1,0,1,0,2,0,1,0,0,2,1,0,1,0,1,1
0,1,0,0,12,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2762,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,2,0,1,0,0,25,1,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,2,1
0,0,0,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3448,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,4,1,0,0,0,74,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1
1,0,0,0,9,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2136,1,0,0,0,0,0,0,1,0,0,3,1,1,0,0,2,1,0,0,0,25,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1
0,0,0,1,24,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1287,0,0,0,1,0,0,0,0,0,1,4,0,1,0,0,4,1,0,0,0,37,0,0,1,0,1,0,2,0,0,1,0,1,0,1,1,0,1,1
1,0,0,0,12,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1620,1,0,0,0,0,0,0,1,0,0,2,0,0,1,0,3,0,1,0,0,30,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1
0,1,0,0,7,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2576,1,0,0,0,0,0,0,1,0,0,2,1,0,0,1,2,1,0,0,0,35,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1
1,0,0,0,24,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4817,1,0,0,0,0,0,0,0,1,0,2,1,0,1,0,3,0,1,0,0,31,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,2,1
0,0,0,1,24,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2679,1,0,0,0,0,0,1,0,0,0,4,0,1,0,0,1,0,0,0,1,29,0,0,1,0,1,0,1,0,0,0,1,1,0,1,1,0,1,1
0,0,0,1,18,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4594,1,0,0,0,0,0,1,0,0,0,3,1,1,0,0,2,0,0,1,0,32,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,1
1,0,0,0,15,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1721,1,0,0,0,0,0,1,0,0,0,2,1,1,0,0,3,1,0,0,0,36,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1
1,0,0,0,24,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1659,1,0,0,0,0,0,1,0,0,0,4,0,1,0,0,2,0,0,1,0,29,0,0,1,1,0,0,1,0,1,0,0,1,0,1,1,0,2,2
0,1,0,0,12,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3573,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,23,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1
0,1,0,0,24,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1201,1,0,0,0,0,0,1,0,0,0,4,1,1,0,0,1,0,1,0,0,26,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,2
0,0,0,1,24,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1585,1,0,0,0,0,0,0,0,1,0,4,1,1,0,0,3,0,1,0,0,40,0,0,1,0,1,0,2,0,0,1,0,1,1,0,1,0,1,1
0,1,0,0,18,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1301,1,0,0,0,0,0,0,0,0,1,4,1,0,0,1,2,1,0,0,0,32,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1
0,0,1,0,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1323,0,1,0,0,0,0,0,0,0,1,2,1,1,0,0,4,0,0,1,0,28,0,0,1,0,1,0,2,0,0,1,0,2,0,1,1,0,1,1
1,0,0,0,36,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5493,1,0,0,0,0,0,0,0,0,1,2,1,1,0,0,4,0,0,0,1,42,0,0,1,0,0,1,1,0,0,1,0,2,1,0,1,0,1,2
0,0,0,1,36,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4686,1,0,0,0,0,0,0,1,0,0,2,1,1,0,0,2,0,0,0,1,32,0,0,1,0,0,1,1,0,0,0,1,1,0,1,1,0,1,1
0,0,0,1,24,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2255,0,0,0,0,1,0,1,0,0,0,4,1,1,0,0,1,0,1,0,0,54,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1
0,0,0,1,6,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,700,0,0,0,0,1,0,0,0,0,1,4,1,1,0,0,4,0,0,0,1,36,0,0,1,0,0,1,2,0,0,1,0,1,1,0,1,0,1,1
1,0,0,0,12,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,626,1,0,0,0,0,0,0,1,0,0,4,0,1,0,0,4,1,0,0,0,24,1,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,2,1
0,1,0,0,9,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1199,1,0,0,0,0,0,0,0,1,0,4,0,1,0,0,4,0,1,0,0,67,0,0,1,0,1,0,2,0,0,0,1,1,0,1,1,0,1,1
0,1,0,0,12,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1331,1,0,0,0,0,0,1,0,0,0,2,1,1,0,0,1,0,0,1,0,22,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0,2,1
0,1,0,0,18,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2278,0,1,0,0,0,0,1,0,0,0,3,0,1,0,0,3,0,0,1,0,28,0,0,1,0,1,0,2,0,0,1,0,1,1,0,1,0,2,1
1,0,0,0,24,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3552,1,0,0,0,0,0,0,0,1,0,3,1,1,0,0,4,0,0,1,0,27,1,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,2,1
1,0,0,0,24,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2964,0,0,0,0,1,0,0,0,0,1,4,1,1,0,0,4,0,0,0,1,49,1,0,0,0,0,1,1,0,0,1,0,2,0,1,1,0,1,1
0,1,0,0,18,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1056,1,0,0,0,0,0,0,0,0,1,3,1,0,0,1,3,1,0,0,0,30,1,0,0,0,1,0,2,0,0,1,0,1,1,0,1,0,2,2
0,1,0,0,24,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1965,0,0,0,0,1,0,0,1,0,0,4,0,1,0,0,4,0,0,1,0,42,0,0,1,1,0,0,2,0,0,1,0,1,0,1,1,0,1,1
1,0,0,0,24,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1442,1,0,0,0,0,0,0,0,1,0,4,0,1,0,0,4,0,0,1,0,23,0,0,1,1,0,0,2,0,0,1,0,1,1,0,1,0,2,2
1,0,0,0,24,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2828,0,0,1,0,0,0,0,1,0,0,4,1,1,0,0,4,1,0,0,0,22,0,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0,1,1
0,1,0,0,48,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12204,0,0,0,0,1,0,0,1,0,0,2,1,1,0,0,2,0,0,1,0,48,1,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,1,2
0,1,0,0,21,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3652,1,0,0,0,0,0,0,0,1,0,2,1,1,0,0,3,0,1,0,0,27,0,0,1,0,1,0,2,0,0,1,0,1,1,0,1,0,1,1
0,0,0,1,48,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3914,0,0,0,0,1,0,0,1,0,0,4,1,1,0,0,2,1,0,0,0,38,1,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,2,1
