StatusA11,StatusA12,StatusA13,StatusA14,Month,Credit_HistoryA30,Credit_HistoryA31,Credit_HistoryA32,Credit_HistoryA33,Credit_HistoryA34,PurposeA40,PurposeA41,PurposeA42,PurposeA43,PurposeA44,PurposeA45,PurposeA46,PurposeA48,PurposeA49,PurposeA410,Credit_Amount,SavingsA61,SavingsA62,SavingsA63,SavingsA64,SavingsA65,EmploymentA71,EmploymentA72,EmploymentA73,EmploymentA74,EmploymentA75,Investment_as_Income_Percentage,Sex,Other_Debtors101,Other_Debtors102,Other_Debtors103,Residence_Since,Property121,Property122,Property123,Property124,Age,Installment_PlansA141,Installment_PlansA142,Installment_PlansA143,Housing151,Housing152,Housing153,Number_of_Credits,Skill_LevelA171,Skill_LevelA172,Skill_LevelA173,Skill_LevelA174,People_Liable_For,TelephoneA191,TelephoneA192,Foreign_WorkerA201,Foreign_WorkerA202,Label,LabelPred
0,1,0,0,30,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3832,1,0,0,0,0,0,1,0,0,0,2,1,1,0,0,1,0,1,0,0,22,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1
0,0,0,1,12,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1412,1,0,0,0,0,0,0,1,0,0,4,0,0,0,1,2,1,0,0,0,29,0,0,1,0,1,0,2,0,0,0,1,1,0,1,1,0,1,1
0,0,0,1,12,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,618,1,0,0,0,0,0,0,0,0,1,4,1,1,0,0,4,1,0,0,0,56,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1
0,0,1,0,24,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3617,0,0,0,0,1,0,0,0,0,1,4,1,0,1,0,4,0,0,0,1,20,0,0,1,1,0,0,2,0,0,1,0,1,1,0,1,0,1,1
0,1,0,0,12,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1318,0,0,0,1,0,0,0,0,0,1,4,1,1,0,0,4,1,0,0,0,54,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,1
0,0,0,1,24,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1469,0,1,0,0,0,0,0,0,0,1,4,1,1,0,0,4,1,0,0,0,41,0,0,1,1,0,0,1,0,1,0,0,1,1,0,1,0,1,1
0,1,0,0,36,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2323,1,0,0,0,0,0,0,0,1,0,4,1,1,0,0,4,0,0,1,0,24,0,0,1,1,0,0,1,0,0,1,0,1,1,0,1,0,1,2
0,1,0,0,9,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1919,1,0,0,0,0,0,0,0,1,0,4,1,1,0,0,3,0,0,1,0,35,0,0,1,1,0,0,1,0,0,1,0,1,0,1,1,0,1,1
0,1,0,0,24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,11938,1,0,0,0,0,0,0,1,0,0,2,1,0,1,0,3,0,0,1,0,39,0,0,1,0,1,0,2,0,0,0,1,2,0,1,1,0,2,2
1,0,0,0,24,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7721,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,2,0,1,0,0,30,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,1
0,0,0,1,24,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3868,1,0,0,0,0,0,0,0,0,1,4,0,1,0,0,2,0,0,1,0,41,0,0,1,1,0,0,2,0,0,0,1,1,0,1,1,0,1,1
1,0,0,0,12,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2121,1,0,0,0,0,0,0,1,0,0,4,1,1,0,0,2,0,1,0,0,30,0,0,1,0,1,0,2,0,0,1,0,1,1,0,1,0,1,1
0,1,0,0,12,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1860,1,0,0,0,0,1,0,0,0,0,4,1,1,0,0,2,0,0,1,0,34,0,0,1,0,1,0,2,0,0,0,1,1,0,1,1,0,1,2
0,0,0,1,12,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1240,0,0,0,0,1,0,0,0,0,1,4,0,1,0,0,2,1,0,0,0,38,0,0,1,0,1,0,2,0,0,1,0,1,0,1,1,0,1,1
0,0,0,1,27,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,8613,0,0,0,1,0,0,0,1,0,0,2,1,1,0,0,2,0,0,1,0,27,0,0,1,0,1,0,2,0,0,1,0,1,1,0,1,0,1,1
0,1,0,0,36,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4795,1,0,0,0,0,0,1,0,0,0,4,0,1,0,0,1,0,0,0,1,30,0,0,1,0,1,0,1,0,0,0,1,1,0,1,1,0,1,2
0,0,0,1,21,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2288,1,0,0,0,0,0,1,0,0,0,4,0,1,0,0,4,0,1,0,0,23,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,1
1,0,0,0,12,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1282,1,0,0,0,0,0,0,1,0,0,2,0,1,0,0,4,0,0,1,0,20,0,0,1,1,0,0,1,0,0,1,0,1,1,0,1,0,2,1
0,1,0,0,24,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3512,0,1,0,0,0,0,0,0,1,0,2,1,1,0,0,3,0,0,1,0,38,1,0,0,0,1,0,2,0,0,1,0,1,0,1,1,0,1,1
0,0,0,1,6,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1898,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,2,1,0,0,0,34,0,0,1,0,1,0,2,0,1,0,0,2,1,0,1,0,1,1
0,0,0,1,36,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,909,0,0,1,0,0,0,0,0,0,1,4,1,1,0,0,4,0,1,0,0,36,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1
0,1,0,0,11,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1577,0,0,0,1,0,0,1,0,0,0,4,0,1,0,0,1,1,0,0,0,20,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1
0,1,0,0,8,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1414,1,0,0,0,0,0,0,1,0,0,4,1,0,0,1,2,1,0,0,0,33,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,1
0,1,0,0,36,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4455,1,0,0,0,0,0,0,1,0,0,2,1,1,0,0,2,1,0,0,0,30,0,1,0,0,1,0,2,0,0,0,1,1,0,1,1,0,2,1
1,0,0,0,21,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1647,0,0,0,0,1,0,0,1,0,0,4,1,1,0,0,2,0,1,0,0,40,0,0,1,0,1,0,2,0,1,0,0,2,1,0,1,0,2,1
0,0,0,1,15,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1360,1,0,0,0,0,0,0,1,0,0,4,1,1,0,0,2,0,1,0,0,31,0,0,1,0,1,0,2,0,0,1,0,1,1,0,1,0,1,1
0,1,0,0,16,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1175,1,0,0,0,0,1,0,0,0,0,2,1,1,0,0,3,0,0,1,0,68,0,0,1,0,0,1,3,1,0,0,0,1,0,1,1,0,1,1
1,0,0,0,12,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,674,0,1,0,0,0,0,0,0,1,0,4,1,1,0,0,1,0,1,0,0,20,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,2,2
0,1,0,0,24,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2760,0,0,0,0,1,0,0,0,0,1,4,1,1,0,0,4,0,0,0,1,36,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,1,1
0,0,0,1,9,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,936,0,0,1,0,0,0,0,0,0,1,4,1,1,0,0,2,0,0,1,0,52,0,0,1,0,1,0,2,0,0,1,0,1,0,1,1,0,1,1
1,0,0,0,30,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,10623,1,0,0,0,0,0,0,0,0,1,3,1,1,0,0,4,0,0,0,1,38,0,0,1,0,0,1,3,0,0,0,1,2,0,1,1,0,1,1
0,0,0,1,12,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1413,0,0,0,1,0,0,0,0,1,0,3,1,1,0,0,2,0,1,0,0,55,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,1
0,0,0,1,9,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3074,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,2,1,0,0,0,33,0,0,1,0,1,0,2,0,0,1,0,2,1,0,1,0,1,1
1,0,0,0,12,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1200,0,0,0,0,1,0,0,1,0,0,4,0,1,0,0,4,0,1,0,0,23,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,1
0,0,0,1,12,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,707,1,0,0,0,0,0,0,1,0,0,4,1,1,0,0,2,1,0,0,0,30,1,0,0,0,1,0,2,0,0,1,0,1,1,0,1,0,1,1
0,0,0,1,24,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2978,0,0,0,0,1,0,0,1,0,0,4,1,1,0,0,4,1,0,0,0,32,0,0,1,0,1,0,2,0,0,1,0,2,0,1,1,0,1,1
1,0,0,0,12,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7865,1,0,0,0,0,0,0,0,0,1,4,1,1,0,0,4,0,0,0,1,53,0,0,1,0,0,1,1,0,0,0,1,1,0,1,1,0,2,2
0,0,0,1,12,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1291,1,0,0,0,0,0,0,1,0,0,4,0,1,0,0,2,0,1,0,0,35,0,0,1,0,1,0,2,0,0,1,0,1,1,0,1,0,1,1
1,0,0,0,24,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,915,0,0,0,0,1,0,0,0,0,1,4,0,1,0,0,2,0,0,1,0,29,1,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,2,2
1,0,0,0,48,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4605,1,0,0,0,0,0,0,0,0,1,3,1,1,0,0,4,0,0,0,1,24,0,0,1,0,0,1,2,0,0,1,0,2,1,0,1,0,2,2
0,0,0,1,12,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1185,1,0,0,0,0,0,0,1,0,0,3,0,1,0,0,2,1,0,0,0,27,0,0,1,0,1,0,2,0,0,1,0,1,1,0,1,0,1,1
1,0,0,0,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,666,0,0,0,1,0,0,0,0,1,0,3,0,1,0,0,4,1,0,0,0,39,0,0,1,0,1,0,2,0,1,0,0,1,0,1,1,0,1,1
0,1,0,0,60,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,7418,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,27,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1
0,0,0,1,10,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1231,1,0,0,0,0,0,0,0,0,1,3,1,1,0,0,4,1,0,0,0,32,0,0,1,0,1,0,2,0,1,0,0,2,1,0,0,1,1,1
1,0,0,0,14,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,8978,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,4,0,1,0,0,45,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,2,1
0,0,0,1,24,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,999,0,0,0,0,1,0,0,0,0,1,4,1,1,0,0,2,0,0,1,0,25,0,0,1,0,1,0,2,0,0,1,0,1,1,0,1,0,1,1
1,0,0,0,48,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4788,1,0,0,0,0,0,0,0,1,0,4,1,1,0,0,3,0,1,0,0,26,0,0,1,0,1,0,1,0,0,1,0,2,1,0,1,0,1,2
1,0,0,0,24,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1024,1,0,0,0,0,0,1,0,0,0,4,1,1,0,0,4,1,0,0,0,48,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0,2,1
0,0,0,1,12,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4675,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,4,0,0,1,0,20,0,0,1,1,0,0,1,0,0,1,0,1,1,0,1,0,1,1
1,0,0,0,10,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1038,1,0,0,0,0,0,0,0,1,0,4,1,0,1,0,3,0,1,0,0,49,0,0,1,0,1,0,2,0,0,1,0,1,0,1,1,0,1,1
0,0,0,1,30,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4811,0,0,0,0,1,0,0,0,1,0,2,0,1,0,0,4,0,1,0,0,24,0,1,0,1,0,0,1,0,1,0,0,1,1,0,1,0,1,1
1,0,0,0,36,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2746,1,0,0,0,0,0,0,0,0,1,4,1,1,0,0,4,0,0,1,0,31,1,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,2,2
0,0,0,1,24,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1525,0,0,0,1,0,0,0,0,1,0,4,0,1,0,0,3,0,0,1,0,34,0,0,1,0,1,0,1,0,0,1,0,2,0,1,1,0,1,1
0,0,0,1,48,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,11590,0,1,0,0,0,0,0,1,0,0,2,0,1,0,0,4,0,0,1,0,24,1,0,0,1,0,0,2,0,1,0,0,1,1,0,1,0,2,1
0,1,0,0,13,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2101,1,0,0,0,0,0,1,0,0,0,2,0,0,0,1,4,0,1,0,0,23,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1
0,1,0,0,18,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3213,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,3,1,0,0,0,25,0,0,1,1,0,0,1,0,0,1,0,1,1,0,1,0,1,1
0,0,0,1,9,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1236,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,4,1,0,0,0,23,0,0,1,1,0,0,1,0,0,1,0,1,0,1,1,0,1,1
0,0,0,1,18,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3229,0,0,0,0,1,1,0,0,0,0,2,1,1,0,0,4,0,0,0,1,38,0,0,1,0,1,0,1,0,0,0,1,1,0,1,1,0,1,1
0,0,0,1,10,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,727,0,0,1,0,0,0,0,0,0,1,4,1,1,0,0,4,0,0,0,1,46,0,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0,1,1
0,0,0,1,12,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2331,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,4,1,0,0,0,49,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,1
0,0,0,1,12,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,776,1,0,0,0,0,0,0,1,0,0,4,1,1,0,0,2,1,0,0,0,28,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1
0,0,1,0,12,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3399,0,0,0,0,1,0,0,0,0,1,2,1,1,0,0,3,0,0,1,0,37,0,0,1,0,1,0,1,0,0,0,1,1,1,0,1,0,1,1
0,0,0,1,30,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4272,0,1,0,0,0,0,0,1,0,0,2,1,1,0,0,2,0,1,0,0,26,0,0,1,0,1,0,2,0,1,0,0,1,1,0,1,0,1,1
0,0,0,1,18,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1126,0,0,0,0,1,0,1,0,0,0,4,0,1,0,0,2,1,0,0,0,21,0,0,1,1,0,0,1,0,0,1,0,1,0,1,1,0,1,1
0,1,0,0,18,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,7374,1,0,0,0,0,1,0,0,0,0,4,1,1,0,0,4,0,1,0,0,40,0,1,0,0,1,0,2,0,0,0,1,1,0,1,1,0,1,2
0,1,0,0,24,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1967,1,0,0,0,0,0,0,0,0,1,4,0,1,0,0,4,0,0,1,0,20,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,1
0,0,0,1,33,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,7253,1,0,0,0,0,0,0,0,1,0,3,1,1,0,0,2,0,0,1,0,35,0,0,1,0,1,0,2,0,0,0,1,1,0,1,1,0,1,1
1,0,0,0,12,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2579,1,0,0,0,0,0,1,0,0,0,4,1,1,0,0,1,1,0,0,0,33,0,0,1,0,1,0,1,0,1,0,0,2,1,0,1,0,2,1
0,0,0,1,21,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2782,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,2,0,0,1,0,31,1,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,1,1
0,1,0,0,18,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1042,0,0,0,0,1,0,0,1,0,0,4,0,1,0,0,2,0,1,0,0,33,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,2,1
0,1,0,0,12,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2028,0,0,0,0,1,0,0,1,0,0,4,1,1,0,0,2,0,0,1,0,30,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1
0,0,0,1,21,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1591,0,1,0,0,0,0,0,0,1,0,4,1,1,0,0,3,1,0,0,0,34,0,0,1,0,1,0,2,0,0,0,1,1,1,0,1,0,1,1
0,0,0,1,24,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2058,1,0,0,0,0,0,0,1,0,0,4,1,1,0,0,2,1,0,0,0,33,0,0,1,0,1,0,2,0,0,1,0,1,0,1,1,0,1,1
0,1,0,0,12,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1484,0,0,0,0,1,0,0,1,0,0,2,1,1,0,0,1,1,0,0,0,25,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,2,1
0,0,0,1,12,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1884,1,0,0,0,0,0,0,0,0,1,4,1,1,0,0,4,0,0,1,0,39,0,0,1,0,1,0,1,0,0,0,1,1,0,1,1,0,1,1
0,0,0,1,12,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,719,1,0,0,0,0,0,0,0,0,1,4,1,1,0,0,4,0,0,1,0,41,1,0,0,0,1,0,1,0,1,0,0,2,1,0,1,0,2,1
0,1,0,0,48,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5096,1,0,0,0,0,0,0,1,0,0,2,0,1,0,0,3,0,0,1,0,30,0,0,1,0,1,0,1,0,0,0,1,1,0,1,1,0,2,2
0,0,0,1,12,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2759,1,0,0,0,0,0,0,0,0,1,2,1,1,0,0,4,0,1,0,0,34,0,0,1,0,1,0,2,0,0,1,0,1,1,0,1,0,1,1
1,0,0,0,11,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3905,1,0,0,0,0,0,0,1,0,0,2,1,1,0,0,2,1,0,0,0,36,0,0,1,1,0,0,2,0,0,1,0,2,1,0,1,0,1,1
1,0,0,0,36,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3620,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,2,0,1,0,0,37,0,0,1,0,1,0,1,0,0,1,0,2,1,0,1,0,1,1
0,1,0,0,24,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3092,0,1,0,0,0,0,1,0,0,0,3,1,1,0,0,2,0,0,1,0,22,0,0,1,1,0,0,1,0,0,1,0,1,0,1,1,0,2,1
1,0,0,0,9,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,654,1,0,0,0,0,0,0,1,0,0,4,1,1,0,0,3,0,0,1,0,28,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,2,1
1,0,0,0,18,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3114,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,4,0,1,0,0,26,0,0,1,1,0,0,1,0,0,1,0,1,1,0,1,0,2,1
1,0,0,0,15,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1478,1,0,0,0,0,0,0,0,0,1,4,1,1,0,0,4,0,0,1,0,44,0,0,1,0,1,0,2,0,0,1,0,2,0,1,1,0,1,1
0,0,0,1,12,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3077,1,0,0,0,0,0,0,1,0,0,2,1,1,0,0,4,0,0,1,0,52,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,1
0,0,0,1,24,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3757,1,0,0,0,0,0,0,0,0,1,4,0,0,1,0,4,0,0,0,1,62,0,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0,1,1
0,0,0,1,6,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1237,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,27,0,0,1,0,1,0,2,0,0,1,0,1,1,0,1,0,1,1
0,0,1,0,15,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2687,1,0,0,0,0,0,0,0,1,0,2,1,1,0,0,4,0,1,0,0,26,0,0,1,1,0,0,1,0,0,1,0,1,0,1,1,0,1,1
0,0,0,1,24,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5507,1,0,0,0,0,0,0,0,0,1,3,1,1,0,0,4,0,0,0,1,44,0,0,1,0,0,1,2,0,0,1,0,1,1,0,1,0,1,1
